181,3,17,80,5/2/2022 11:35:10 AM
182,5,65,74,5/2/2022 11:35:10 AM
183,3,96,50,5/2/2022 11:35:10 AM
184,3,62,57,5/2/2022 11:35:10 AM
185,5,72,66,5/2/2022 11:35:10 AM
186,3,11,25,5/2/2022 11:35:10 AM
187,5,23,48,5/2/2022 11:35:10 AM
188,4,99,62,5/2/2022 11:35:10 AM
189,2,91,12,5/2/2022 11:35:10 AM
190,4,2,6,5/2/2022 11:35:10 AM
191,4,57,17,5/2/2022 11:35:10 AM
192,5,37,22,5/2/2022 11:35:10 AM
193,2,99,79,5/2/2022 11:35:10 AM
194,1,48,28,5/2/2022 11:35:10 AM
195,3,71,71,5/2/2022 11:35:10 AM
196,5,1,79,5/2/2022 11:35:10 AM
197,1,49,100,5/2/2022 11:35:10 AM
198,4,56,64,5/2/2022 11:35:10 AM
199,4,78,34,5/2/2022 11:35:10 AM
200,3,31,76,5/2/2022 11:35:10 AM
